,Asset Name,Asset Name: Address,Asset Name: Size,Asset Name: Date Built,Custom: Assessment Date,formattted_address,latitude,longitude,formatted_address,location,geometry,index_right,OBJECTID,WARD,COUNCILLOR_NAME,PHONE,EMAIL,WEBSITE,PICTURE_URL,Shape__Area,Shape__Length,year,dry_days_hxmax40_mean,freeze_thaw_mean,ice_days_mean,max_temp_mean_mean,minimum_temp_mean_mean,tg_mean_6_mean,total_precipitation_mean,wet_days_plus20mm_mean
269,HERITAGE GREEN SPORTS PARK - PAVILION,355 FIRST ROAD WEST,160.0,2018-01-01,,"355 first road west, Hamilton, Ontario",43.20025219,-79.77695869,"355 1 Rd W, Stoney Creek, Ontario, L8J 1X5","355 1 Rd W, Stoney Creek, Ontario, L8J 1X5",POINT (-79.776958692715 43.200252187997),8.0,9.0,9,Brad Clark,905-546-2703,brad.clark@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-9,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrClark2022.jpg.jpeg?itok=x4h2z-3O,73469079.21,42091.34971,2018.0,3.5714285714285716,53.92857142857143,34.714285714285715,14.58,5.675714285714286,10.118571428571428,826.9742857142858,7.357142857142857
270,HERITAGE GREEN SPORTS PARK - PUMPHOUSE,355 FIRST ROAD WEST,,2004-01-01,,"355 first road west, Hamilton, Ontario",43.20025219,-79.77695869,"355 1 Rd W, Stoney Creek, Ontario, L8J 1X5","355 1 Rd W, Stoney Creek, Ontario, L8J 1X5",POINT (-79.776958692715 43.200252187997),8.0,9.0,9,Brad Clark,905-546-2703,brad.clark@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-9,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrClark2022.jpg.jpeg?itok=x4h2z-3O,73469079.21,42091.34971,2004.0,2.6666666666666665,55.23809523809524,38.857142857142854,14.211428571428568,5.32952380952381,9.772380952380955,842.3023809523809,7.357142857142857
271,HERITAGE GREEN SPORTS PARK - SALT STORAGE,355 FIRST ROAD WEST,,2022-01-01,,"355 first road west, Hamilton, Ontario",43.20025219,-79.77695869,"355 1 Rd W, Stoney Creek, Ontario, L8J 1X5","355 1 Rd W, Stoney Creek, Ontario, L8J 1X5",POINT (-79.776958692715 43.200252187997),8.0,9.0,9,Brad Clark,905-546-2703,brad.clark@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-9,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrClark2022.jpg.jpeg?itok=x4h2z-3O,73469079.21,42091.34971,2022.0,4.0,50.833333333333336,35.0,14.716666666666667,5.8566666666666665,10.253333333333332,821.1166666666668,7.666666666666667
272,HERITAGE GREEN SPORTS PARK - WASHROOMS / STORAGE / UTILITIES,355 First Rd. W.,5213.0,2014-01-02,2011,"355 first rd. w., Hamilton, Ontario",43.20025219,-79.77695869,"355 1 Rd W, Stoney Creek, Ontario, L8J 1X5","355 1 Rd W, Stoney Creek, Ontario, L8J 1X5",POINT (-79.776958692715 43.200252187997),8.0,9.0,9,Brad Clark,905-546-2703,brad.clark@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-9,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrClark2022.jpg.jpeg?itok=x4h2z-3O,73469079.21,42091.34971,2014.0,3.272727272727273,53.95454545454545,35.68181818181818,14.490909090909092,5.616363636363636,10.040909090909093,835.3590909090909,7.454545454545454
273,Highview Park - Storage Shed,879 Brucedale Ave.E,63.0,2013-01-02,2017,"879 brucedale ave.e, Hamilton, Ontario",43.2292418,-79.83195471,"879 Brucedale Ave E, Hamilton, Ontario, L8T 1L7","879 Brucedale Ave E, Hamilton, Ontario, L8T 1L7",POINT (-79.831954706382 43.22924179641),5.0,6.0,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275,2013.0,3.1666666666666665,54.208333333333336,35.833333333333336,14.435833333333333,5.5616666666666665,9.995833333333335,837.7275000000001,7.5
274,HILL PARK RECREATION CENTRE (P),305 SOUTH BEND ROAD EAST,16685.0,1977-01-02,2018,"305 south bend road east, Hamilton, Ontario",43.2278263,-79.86312659,"305 South Bend Rd E, Hamilton, Ontario, L9A 2C5","305 South Bend Rd E, Hamilton, Ontario, L9A 2C5",POINT (-79.863126585196 43.227826302512),6.0,7.0,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157,1977.0,1.6041666666666667,61.729166666666664,48.479166666666664,13.396458333333333,4.1954166666666675,8.793750000000001,840.3881250000001,7.0625
275,Huntington Park - Sun Shelter,87 Brentwood Drive,380.0,1997-01-01,2021,"87 brentwood drive, Hamilton, Ontario",43.22065169,-79.82944977,"87 Brentwood Dr, Hamilton, Ontario, L8T 3W4","87 Brentwood Dr, Hamilton, Ontario, L8T 3W4",POINT (-79.829449774618 43.22065168676),5.0,6.0,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275,1997.0,2.392857142857143,56.375,40.57142857142857,14.073214285714286,5.165357142857142,9.618214285714288,834.8075,7.142857142857143
276,HUNTINGTON PARK RECREATION CENTRE (P),87 Brentwood Dr,29681.0,1997-01-02,2020,"87 brentwood dr, Hamilton, Ontario",43.22065169,-79.82944977,"87 Brentwood Dr, Hamilton, Ontario, L8T 3W4","87 Brentwood Dr, Hamilton, Ontario, L8T 3W4",POINT (-79.829449774618 43.22065168676),5.0,6.0,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275,1997.0,2.392857142857143,56.375,40.57142857142857,14.073214285714286,5.165357142857142,9.618214285714288,834.8075,7.142857142857143
277,INCH OUTDOOR POOL,400 QUEENSDALE AVENUE EAST,2318.28,2011-01-02,2018,"400 queensdale avenue east, Hamilton, Ontario",43.23709409,-79.8595719,"400 Queensdale Ave E, Hamilton, Ontario, L9A 1L7","400 Queensdale Ave E, Hamilton, Ontario, L9A 1L7",POINT (-79.859571903879 43.237094089034),6.0,7.0,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157,2011.0,2.857142857142857,58.464285714285715,40.714285714285715,14.162142857142856,5.024285714285713,9.58357142857143,856.057142857143,7.535714285714286
278,INCH PARK ARENA,400 QUEENSDALE AVENUE EAST,33995.0,1995-01-02,2021,"400 queensdale avenue east, Hamilton, Ontario",43.23709409,-79.8595719,"400 Queensdale Ave E, Hamilton, Ontario, L9A 1L7","400 Queensdale Ave E, Hamilton, Ontario, L9A 1L7",POINT (-79.859571903879 43.237094089034),6.0,7.0,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157,1995.0,2.2333333333333334,60.0,44.916666666666664,13.813,4.626,9.217666666666666,847.0053333333332,7.183333333333334
279,J.C. BEEMER PARK - WASHROOM,68 VICTORIA AVENUE NORTH,2000.0,2014-01-01,2018,"68 victoria avenue north, Hamilton, Ontario",43.25518131,-79.85517509,"68 Victoria Ave N, Hamilton, Ontario, L8L 5E3","68 Victoria Ave N, Hamilton, Ontario, L8L 5E3",POINT (-79.855175092749 43.255181314077),2.0,3.0,3,Nrinder Nann,905-546-2702,ward3@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-3,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClNann2022.jpg.jpeg?itok=XcU3SJXW,15157684.04,22796.90359,2014.0,3.1818181818181817,55.72727272727273,34.04545454545455,14.703636363636365,5.6036363636363635,10.145454545454545,821.3654545454546,7.318181818181818
280,J.L. GRIGHTMIRE ARENA,35 MARKET STREET SOUTH,76899.23,1956-01-02,2015,"35 market street south, Hamilton, Ontario",43.265964,-79.9633884,"35 Market St S, Dundas, Ontario, L9H 3B3","35 Market St S, Dundas, Ontario, L9H 3B3",POINT (-79.96338839641 43.265964003869),12.0,13.0,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325,1956.0,0.8405797101449275,65.6159420289855,50.58695652173913,13.188695652173912,3.6533333333333333,8.41840579710145,831.9642028985509,6.855072463768116
281,Jackie Washington Rotary Park - Washrooms / Concession,363 Wellington St. N.,678.0,2002-01-02,2017,"363 wellington st. n., Hamilton, Ontario",43.26501262,-79.85511139,"363 Wellington St N, Hamilton, Ontario, L8L 5B1","363 Wellington St N, Hamilton, Ontario, L8L 5B1",POINT (-79.855111390285 43.265012615949),1.0,2.0,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396,2002.0,2.5217391304347827,57.391304347826086,37.30434782608695,14.376521739130439,5.26,9.817826086956524,825.7560869565217,7.108695652173913
282,JESSE PATTERSON (HUNTINGTON RECREATION CENTRE) WADING POOL,87 BRENTWOOD DRIVE,,2018-05-04,Model,"87 brentwood drive, Hamilton, Ontario",43.22065169,-79.82944977,"87 Brentwood Dr, Hamilton, Ontario, L8T 3W4","87 Brentwood Dr, Hamilton, Ontario, L8T 3W4",POINT (-79.829449774618 43.22065168676),5.0,6.0,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275,2018.0,3.5714285714285716,53.92857142857143,34.714285714285715,14.58,5.675714285714286,10.118571428571428,826.9742857142858,7.357142857142857
283,JIMMY THOMPSON MEMORIAL POOL (P) (H),1099 KING STREET EAST,23129.0,1934-01-02,2020,"1099 king street east, Hamilton, Ontario",43.24929219,-79.83027204,"1099 King St E, Hamilton, Ontario, L8M 1E2","1099 King St E, Hamilton, Ontario, L8M 1E2",POINT (-79.83027203932 43.249292188906),2.0,3.0,3,Nrinder Nann,905-546-2702,ward3@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-3,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClNann2022.jpg.jpeg?itok=XcU3SJXW,15157684.04,22796.90359,1934.0,1.1866666666666668,59.96,47.63333333333333,13.258799999999999,4.319066666666667,8.787466666666665,820.9269333333333,6.6
284,Joe Sam's Leisure Park - Parks Storage Building,752 Centre Rd.,14836.0,1975-01-02,2018,"752 centre rd., Hamilton, Ontario",43.34781002,-79.91733604,"752 Centre Rd, Hamilton, Ontario, L8N 2Z7","752 Centre Rd, Hamilton, Ontario, L8N 2Z7",POINT (-79.917336041069 43.347810019435),14.0,15.0,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672.0,55128.93937,1975.0,1.54,67.37,54.1,13.009400000000001,3.2944000000000004,8.148400000000002,847.4912,6.89
285,JOE SAM'S LEISURE PARK - PAVILION,752 CENTRE ROAD,1130.0,2018-01-01,,"752 centre road, Hamilton, Ontario",43.34781002,-79.91733604,"752 Centre Rd, Hamilton, Ontario, L8N 2Z7","752 Centre Rd, Hamilton, Ontario, L8N 2Z7",POINT (-79.917336041069 43.347810019435),14.0,15.0,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672.0,55128.93937,2018.0,3.5714285714285716,64.07142857142857,42.714285714285715,14.031428571428572,4.345714285714286,9.178571428571429,849.8371428571429,7.142857142857143
286,Joe Sam's Leisure Park - Pole Barn Storage For Public Works,752 Centre Rd.,14406.0,1975-01-02,2018,"752 centre rd., Hamilton, Ontario",43.34781002,-79.91733604,"752 Centre Rd, Hamilton, Ontario, L8N 2Z7","752 Centre Rd, Hamilton, Ontario, L8N 2Z7",POINT (-79.917336041069 43.347810019435),14.0,15.0,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672.0,55128.93937,1975.0,1.54,67.37,54.1,13.009400000000001,3.2944000000000004,8.148400000000002,847.4912,6.89
287,Joe Sam's Leisure Park - Washroom And Storage / Snack Bar,752 Centre Rd.,1795.0,1975-01-02,2017,"752 centre rd., Hamilton, Ontario",43.34781002,-79.91733604,"752 Centre Rd, Hamilton, Ontario, L8N 2Z7","752 Centre Rd, Hamilton, Ontario, L8N 2Z7",POINT (-79.917336041069 43.347810019435),14.0,15.0,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672.0,55128.93937,1975.0,1.54,67.37,54.1,13.009400000000001,3.2944000000000004,8.148400000000002,847.4912,6.89
288,JONES ROAD YARD - ANIMAL CONTROL,345 JONES ROAD,2772.0,1996-01-02,2019,"345 jones road, Hamilton, Ontario",43.22222329,-79.68950577,"345 Jones Rd, Stoney Creek, Ontario, L8E 5N2","345 Jones Rd, Stoney Creek, Ontario, L8E 5N2",POINT (-79.689505770658 43.222223293605),9.0,10.0,10,Jeff Beattie,905-546-2701,jeff.beattie@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-10,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrBeattie.jpg.jpeg?itok=pdfLrJ5N,31395293.41,31057.20076,1996.0,2.1724137931034484,54.08620689655172,39.775862068965516,14.090689655172415,5.373448275862069,9.73206896551724,830.4420689655174,6.931034482758621
289,KANETSKARE RECREATION CENTRE (P),251 DUKE STREET,27847.0,1975-01-02,2018,"251 duke street, Hamilton, Ontario",43.25393329,-79.88232852,"251 Duke St, Hamilton, Ontario, L8P 1Y4","251 Duke St, Hamilton, Ontario, L8P 1Y4",POINT (-79.882328519543 43.253933290604),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1975.0,1.54,60.09,43.19,13.779999999999998,4.6134,9.193200000000001,812.1194000000002,6.82
290,KENILWORTH LIBRARY,103 KENILWORTH AVENUE NORTH,7959.0,1934-01-02,2021,"103 kenilworth avenue north, Hamilton, Ontario",43.24354199,-79.80889131,"103 Kenilworth Ave N, Hamilton, Ontario, L8H 4R6","103 Kenilworth Ave N, Hamilton, Ontario, L8H 4R6",POINT (-79.808891313062 43.24354199378),3.0,4.0,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194,1934.0,1.1866666666666668,59.96,47.63333333333333,13.258799999999999,4.319066666666667,8.787466666666665,820.9269333333333,6.6
291,KING GEORGE ELEMENTARY SCHOOL,77 GAGE AVENUE NORTH,20700.0,1912-01-01,Model,"77 gage avenue north, Hamilton, Ontario",43.25131202,-79.82764574,"77 Gage Ave N, Hamilton, Ontario, L8L 6Z8","77 Gage Ave N, Hamilton, Ontario, L8L 6Z8",POINT (-79.827645737598 43.251312018023),2.0,3.0,3,Nrinder Nann,905-546-2702,ward3@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-3,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClNann2022.jpg.jpeg?itok=XcU3SJXW,15157684.04,22796.90359,1912.0,0.8933333333333333,57.48,43.28666666666667,13.5068,4.7596,8.787466666666665,790.6754666666667,6.6
292,KINGS FOREST GOLF - CLUBHOUSE,100 GREENHILL AVENUE,13454.0,1977-01-02,2018,"100 greenhill avenue, Hamilton, Ontario",43.2190766,-79.80706196,"100 Greenhill Ave, Hamilton, Ontario, L8K 6M4","100 Greenhill Ave, Hamilton, Ontario, L8K 6M4",POINT (-79.807061962693 43.219076601425),3.0,4.0,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194,1977.0,1.7083333333333333,58.40625,44.979166666666664,13.595833333333331,4.668125,9.129375000000001,826.8547916666666,6.822916666666667
293,KINGS FOREST GOLF - MAINTENANCE BUILDING,100 GREENHILL AVENUE,6474.0,1968-01-02,2017,"100 greenhill avenue, Hamilton, Ontario",43.2190766,-79.80706196,"100 Greenhill Ave, Hamilton, Ontario, L8K 6M4","100 Greenhill Ave, Hamilton, Ontario, L8K 6M4",POINT (-79.807061962693 43.219076601425),3.0,4.0,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194,1968.0,1.4736842105263157,58.98245614035088,46.078947368421055,13.436666666666666,4.5085964912280705,8.973684210526315,825.1373684210527,6.7368421052631575
294,KINGS FOREST GOLF - PAVILION A,100 GREENHILL AVENUE,199.0,1985-01-02,2017,"100 greenhill avenue, Hamilton, Ontario",43.2190766,-79.80706196,"100 Greenhill Ave, Hamilton, Ontario, L8K 6M4","100 Greenhill Ave, Hamilton, Ontario, L8K 6M4",POINT (-79.807061962693 43.219076601425),3.0,4.0,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194,1985.0,1.925,57.675,43.5625,13.752,4.84,9.29725,832.2475000000001,6.9125
295,KINGS FOREST GOLF - QUONSET,100 GREENHILL AVENUE,2084.0,2002-01-02,2017,"100 greenhill avenue, Hamilton, Ontario",43.2190766,-79.80706196,"100 Greenhill Ave, Hamilton, Ontario, L8K 6M4","100 Greenhill Ave, Hamilton, Ontario, L8K 6M4",POINT (-79.807061962693 43.219076601425),3.0,4.0,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194,2002.0,2.608695652173913,55.82608695652174,39.23913043478261,14.159565217391302,5.278260869565218,9.720434782608697,838.4534782608696,7.239130434782608
296,KINGS FOREST GOLF - STORAGE / OFFICE,100 GREENHILL AVENUE,1211.0,1985-01-02,2017,"100 greenhill avenue, Hamilton, Ontario",43.2190766,-79.80706196,"100 Greenhill Ave, Hamilton, Ontario, L8K 6M4","100 Greenhill Ave, Hamilton, Ontario, L8K 6M4",POINT (-79.807061962693 43.219076601425),3.0,4.0,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194,1985.0,1.925,57.675,43.5625,13.752,4.84,9.29725,832.2475000000001,6.9125
297,Kings Forest Golf Club - Pump House,100 Greenhill Ave.,160.0,2009-01-01,2018,"100 greenhill ave., Hamilton, Ontario",43.2190766,-79.80706196,"100 Greenhill Ave, Hamilton, Ontario, L8K 6M4","100 Greenhill Ave, Hamilton, Ontario, L8K 6M4",POINT (-79.807061962693 43.219076601425),3.0,4.0,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194,2009.0,2.9375,54.46875,37.625,14.316875000000001,5.455,9.881875,842.520625,7.46875
298,Kings Forest Golf Club - Washrooms,100 Greenhill Dr.,180.0,2009-01-01,2018,"100 greenhill dr., Hamilton, Ontario",43.2190766,-79.80706196,"100 Greenhill Ave, Hamilton, Ontario, L8K 6M4","100 Greenhill Ave, Hamilton, Ontario, L8K 6M4",POINT (-79.807061962693 43.219076601425),3.0,4.0,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194,2009.0,2.9375,54.46875,37.625,14.316875000000001,5.455,9.881875,842.520625,7.46875
299,Kinsmen Park - Picnic Shelter,387 Beach Blvd.,747.0,2014-01-02,2019,"387 beach blvd., Hamilton, Ontario",43.2742304,-79.77934033,"387 Beach Blvd, Hamilton, Ontario, L8H 6W7","387 Beach Blvd, Hamilton, Ontario, L8H 6W7",POINT (-79.779340326683 43.274230404419),4.0,5.0,5,Matt Francis,905-546-2716,matt.francis@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-5,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrFrancis.jpg.jpeg?itok=7VWTb7Vl,19689429.56,35522.41776,2014.0,2.8181818181818183,51.95454545454545,32.0,14.734545454545456,6.068181818181819,10.040909090909093,805.549090909091,7.454545454545454
300,KIWANIS BOYS & GIRLS CLUB (P),45 ELLIS AVENUE,18000.0,1965-01-02,2018,"45 ellis avenue, Hamilton, Ontario",43.24866422,-79.81071983,"45 Ellis Ave, Hamilton, Ontario, L8H 4L8","45 Ellis Ave, Hamilton, Ontario, L8H 4L8",POINT (-79.810719825239 43.24866421672),3.0,4.0,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194,1965.0,1.4166666666666667,59.18333333333333,46.59166666666667,13.39083333333333,4.457166666666668,8.925333333333333,823.405,6.725
301,KIWANIS COMMUNITY CENTRE,200 JONES ROAD,6979.0,1976-01-02,2017,"200 jones road, Hamilton, Ontario",43.21354442,-79.6914435,"200 Jones Rd, Stoney Creek, Ontario, L8E 5J5","200 Jones Rd, Stoney Creek, Ontario, L8E 5J5",POINT (-79.691443499034 43.2135444196),9.0,10.0,10,Jeff Beattie,905-546-2701,jeff.beattie@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-10,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrBeattie.jpg.jpeg?itok=pdfLrJ5N,31395293.41,31057.20076,1976.0,1.489795918367347,56.30612244897959,43.91836734693877,13.627551020408163,4.895510204081633,9.261224489795918,823.1065306122449,6.653061224489796
302,LIMERIDGE TRANSIT TERMINAL,999 UPPER WENTWORTH STREET,198.0,1984-01-01,2018,"999 upper wentworth street, Hamilton, Ontario",43.2175169,-79.86384399,"999 Upper Wentworth St, Hamilton, Ontario, L9A 4X5","999 Upper Wentworth St, Hamilton, Ontario, L9A 4X5",POINT (-79.863843992289 43.217516896882),6.0,7.0,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157,1984.0,1.7804878048780488,61.19512195121951,47.26829268292683,13.521951219512196,4.338048780487805,8.931463414634147,844.7607317073172,7.073170731707317
303,Lisgar Park - Bocce Building,95 Carson Dr.,765.0,2014-01-02,2017,"95 carson dr., Hamilton, Ontario",43.21070618,-79.83112699,"95 Carson Dr, Hamilton, Ontario, L8T 4M5","95 Carson Dr, Hamilton, Ontario, L8T 4M5",POINT (-79.831126993443 43.210706181457),5.0,6.0,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275,2014.0,3.272727272727273,53.95454545454545,35.68181818181818,14.490909090909092,5.616363636363636,10.040909090909093,835.3590909090909,7.454545454545454
