,Asset Name,Asset Name: Address,Asset Name: Size,Asset Name: Date Built,Custom: Assessment Date,formattted_address,latitude,longitude,formatted_address,location,geometry,index_right,OBJECTID,WARD,COUNCILLOR_NAME,PHONE,EMAIL,WEBSITE,PICTURE_URL,Shape__Area,Shape__Length
271,HERITAGE GREEN SPORTS PARK - PAVILION,355 FIRST ROAD WEST,160,2018-01-01,,"355 first road west, Hamilton, Ontario",43.20025219,-79.77695869,"355 1 Rd W, Stoney Creek, Ontario, L8J 1X5","355 1 Rd W, Stoney Creek, Ontario, L8J 1X5",POINT (-79.776958692715 43.200252187997),8,9,9,Brad Clark,905-546-2703,brad.clark@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-9,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrClark2022.jpg.jpeg?itok=x4h2z-3O,73469079.21,42091.34971
272,HERITAGE GREEN SPORTS PARK - PUMPHOUSE,355 FIRST ROAD WEST,,2004-01-01,,"355 first road west, Hamilton, Ontario",43.20025219,-79.77695869,"355 1 Rd W, Stoney Creek, Ontario, L8J 1X5","355 1 Rd W, Stoney Creek, Ontario, L8J 1X5",POINT (-79.776958692715 43.200252187997),8,9,9,Brad Clark,905-546-2703,brad.clark@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-9,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrClark2022.jpg.jpeg?itok=x4h2z-3O,73469079.21,42091.34971
273,HERITAGE GREEN SPORTS PARK - SALT STORAGE,355 FIRST ROAD WEST,,2022-01-01,,"355 first road west, Hamilton, Ontario",43.20025219,-79.77695869,"355 1 Rd W, Stoney Creek, Ontario, L8J 1X5","355 1 Rd W, Stoney Creek, Ontario, L8J 1X5",POINT (-79.776958692715 43.200252187997),8,9,9,Brad Clark,905-546-2703,brad.clark@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-9,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrClark2022.jpg.jpeg?itok=x4h2z-3O,73469079.21,42091.34971
274,HERITAGE GREEN SPORTS PARK - WASHROOMS / STORAGE / UTILITIES,355 First Rd. W.,5213,2014-01-02,2011,"355 first rd. w., Hamilton, Ontario",43.20025219,-79.77695869,"355 1 Rd W, Stoney Creek, Ontario, L8J 1X5","355 1 Rd W, Stoney Creek, Ontario, L8J 1X5",POINT (-79.776958692715 43.200252187997),8,9,9,Brad Clark,905-546-2703,brad.clark@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-9,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrClark2022.jpg.jpeg?itok=x4h2z-3O,73469079.21,42091.34971
275,Highview Park - Storage Shed,879 Brucedale Ave.E,63,2013-01-02,2017,"879 brucedale ave.e, Hamilton, Ontario",43.2292418,-79.83195471,"879 Brucedale Ave E, Hamilton, Ontario, L8T 1L7","879 Brucedale Ave E, Hamilton, Ontario, L8T 1L7",POINT (-79.831954706382 43.22924179641),5,6,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275
276,HILL PARK RECREATION CENTRE (P),305 SOUTH BEND ROAD EAST,16685,1977-01-02,2018,"305 south bend road east, Hamilton, Ontario",43.2278263,-79.86312659,"305 South Bend Rd E, Hamilton, Ontario, L9A 2C5","305 South Bend Rd E, Hamilton, Ontario, L9A 2C5",POINT (-79.863126585196 43.227826302512),6,7,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157
277,Huntington Park - Sun Shelter,87 Brentwood Drive,380,1997-01-01,2021,"87 brentwood drive, Hamilton, Ontario",43.22065169,-79.82944977,"87 Brentwood Dr, Hamilton, Ontario, L8T 3W4","87 Brentwood Dr, Hamilton, Ontario, L8T 3W4",POINT (-79.829449774618 43.22065168676),5,6,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275
278,HUNTINGTON PARK RECREATION CENTRE (P),87 Brentwood Dr,29681,1997-01-02,2020,"87 brentwood dr, Hamilton, Ontario",43.22065169,-79.82944977,"87 Brentwood Dr, Hamilton, Ontario, L8T 3W4","87 Brentwood Dr, Hamilton, Ontario, L8T 3W4",POINT (-79.829449774618 43.22065168676),5,6,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275
279,INCH OUTDOOR POOL,400 QUEENSDALE AVENUE EAST,2318.28,2011-01-02,2018,"400 queensdale avenue east, Hamilton, Ontario",43.23709409,-79.8595719,"400 Queensdale Ave E, Hamilton, Ontario, L9A 1L7","400 Queensdale Ave E, Hamilton, Ontario, L9A 1L7",POINT (-79.859571903879 43.237094089034),6,7,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157
280,INCH PARK ARENA,400 QUEENSDALE AVENUE EAST,33995,1995-01-02,2021,"400 queensdale avenue east, Hamilton, Ontario",43.23709409,-79.8595719,"400 Queensdale Ave E, Hamilton, Ontario, L9A 1L7","400 Queensdale Ave E, Hamilton, Ontario, L9A 1L7",POINT (-79.859571903879 43.237094089034),6,7,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157
281,J.C. BEEMER PARK - WASHROOM,68 VICTORIA AVENUE NORTH,2000,2014-01-01,2018,"68 victoria avenue north, Hamilton, Ontario",43.25518131,-79.85517509,"68 Victoria Ave N, Hamilton, Ontario, L8L 5E3","68 Victoria Ave N, Hamilton, Ontario, L8L 5E3",POINT (-79.855175092749 43.255181314077),2,3,3,Nrinder Nann,905-546-2702,ward3@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-3,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClNann2022.jpg.jpeg?itok=XcU3SJXW,15157684.04,22796.90359
282,J.L. GRIGHTMIRE ARENA,35 MARKET STREET SOUTH,76899.23,1956-01-02,2015,"35 market street south, Hamilton, Ontario",43.265964,-79.9633884,"35 Market St S, Dundas, Ontario, L9H 3B3","35 Market St S, Dundas, Ontario, L9H 3B3",POINT (-79.96338839641 43.265964003869),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
283,Jackie Washington Rotary Park - Washrooms / Concession,363 Wellington St. N.,678,2002-01-02,2017,"363 wellington st. n., Hamilton, Ontario",43.26501262,-79.85511139,"363 Wellington St N, Hamilton, Ontario, L8L 5B1","363 Wellington St N, Hamilton, Ontario, L8L 5B1",POINT (-79.855111390285 43.265012615949),1,2,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396
284,JESSE PATTERSON (HUNTINGTON RECREATION CENTRE) WADING POOL,87 BRENTWOOD DRIVE,,2018-05-04,Model,"87 brentwood drive, Hamilton, Ontario",43.22065169,-79.82944977,"87 Brentwood Dr, Hamilton, Ontario, L8T 3W4","87 Brentwood Dr, Hamilton, Ontario, L8T 3W4",POINT (-79.829449774618 43.22065168676),5,6,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275
285,JIMMY THOMPSON MEMORIAL POOL (P) (H),1099 KING STREET EAST,23129,1934-01-02,2020,"1099 king street east, Hamilton, Ontario",43.24929219,-79.83027204,"1099 King St E, Hamilton, Ontario, L8M 1E2","1099 King St E, Hamilton, Ontario, L8M 1E2",POINT (-79.83027203932 43.249292188906),2,3,3,Nrinder Nann,905-546-2702,ward3@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-3,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClNann2022.jpg.jpeg?itok=XcU3SJXW,15157684.04,22796.90359
286,Joe Sam's Leisure Park - Parks Storage Building,752 Centre Rd.,14836,1975-01-02,2018,"752 centre rd., Hamilton, Ontario",43.34781002,-79.91733604,"752 Centre Rd, Hamilton, Ontario, L8N 2Z7","752 Centre Rd, Hamilton, Ontario, L8N 2Z7",POINT (-79.917336041069 43.347810019435),14,15,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672,55128.93937
287,JOE SAM'S LEISURE PARK - PAVILION,752 CENTRE ROAD,1130,2018-01-01,,"752 centre road, Hamilton, Ontario",43.34781002,-79.91733604,"752 Centre Rd, Hamilton, Ontario, L8N 2Z7","752 Centre Rd, Hamilton, Ontario, L8N 2Z7",POINT (-79.917336041069 43.347810019435),14,15,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672,55128.93937
288,Joe Sam's Leisure Park - Pole Barn Storage For Public Works,752 Centre Rd.,14406,1975-01-02,2018,"752 centre rd., Hamilton, Ontario",43.34781002,-79.91733604,"752 Centre Rd, Hamilton, Ontario, L8N 2Z7","752 Centre Rd, Hamilton, Ontario, L8N 2Z7",POINT (-79.917336041069 43.347810019435),14,15,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672,55128.93937
289,Joe Sam's Leisure Park - Washroom And Storage / Snack Bar,752 Centre Rd.,1795,1975-01-02,2017,"752 centre rd., Hamilton, Ontario",43.34781002,-79.91733604,"752 Centre Rd, Hamilton, Ontario, L8N 2Z7","752 Centre Rd, Hamilton, Ontario, L8N 2Z7",POINT (-79.917336041069 43.347810019435),14,15,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672,55128.93937
290,JONES ROAD YARD - ANIMAL CONTROL,345 JONES ROAD,2772,1996-01-02,2019,"345 jones road, Hamilton, Ontario",43.22222329,-79.68950577,"345 Jones Rd, Stoney Creek, Ontario, L8E 5N2","345 Jones Rd, Stoney Creek, Ontario, L8E 5N2",POINT (-79.689505770658 43.222223293605),9,10,10,Jeff Beattie,905-546-2701,jeff.beattie@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-10,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrBeattie.jpg.jpeg?itok=pdfLrJ5N,31395293.41,31057.20076
291,KANETSKARE RECREATION CENTRE (P),251 DUKE STREET,27847,1975-01-02,2018,"251 duke street, Hamilton, Ontario",43.25393329,-79.88232852,"251 Duke St, Hamilton, Ontario, L8P 1Y4","251 Duke St, Hamilton, Ontario, L8P 1Y4",POINT (-79.882328519543 43.253933290604),0,1,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053
292,KENILWORTH LIBRARY,103 KENILWORTH AVENUE NORTH,7959,1934-01-02,2021,"103 kenilworth avenue north, Hamilton, Ontario",43.24354199,-79.80889131,"103 Kenilworth Ave N, Hamilton, Ontario, L8H 4R6","103 Kenilworth Ave N, Hamilton, Ontario, L8H 4R6",POINT (-79.808891313062 43.24354199378),3,4,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194
293,KING GEORGE ELEMENTARY SCHOOL,77 GAGE AVENUE NORTH,20700,1912-01-01,Model,"77 gage avenue north, Hamilton, Ontario",43.25131202,-79.82764574,"77 Gage Ave N, Hamilton, Ontario, L8L 6Z8","77 Gage Ave N, Hamilton, Ontario, L8L 6Z8",POINT (-79.827645737598 43.251312018023),2,3,3,Nrinder Nann,905-546-2702,ward3@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-3,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClNann2022.jpg.jpeg?itok=XcU3SJXW,15157684.04,22796.90359
294,KINGS FOREST GOLF - CLUBHOUSE,100 GREENHILL AVENUE,13454,1977-01-02,2018,"100 greenhill avenue, Hamilton, Ontario",43.2190766,-79.80706196,"100 Greenhill Ave, Hamilton, Ontario, L8K 6M4","100 Greenhill Ave, Hamilton, Ontario, L8K 6M4",POINT (-79.807061962693 43.219076601425),3,4,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194
295,KINGS FOREST GOLF - MAINTENANCE BUILDING,100 GREENHILL AVENUE,6474,1968-01-02,2017,"100 greenhill avenue, Hamilton, Ontario",43.2190766,-79.80706196,"100 Greenhill Ave, Hamilton, Ontario, L8K 6M4","100 Greenhill Ave, Hamilton, Ontario, L8K 6M4",POINT (-79.807061962693 43.219076601425),3,4,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194
296,KINGS FOREST GOLF - PAVILION A,100 GREENHILL AVENUE,199,1985-01-02,2017,"100 greenhill avenue, Hamilton, Ontario",43.2190766,-79.80706196,"100 Greenhill Ave, Hamilton, Ontario, L8K 6M4","100 Greenhill Ave, Hamilton, Ontario, L8K 6M4",POINT (-79.807061962693 43.219076601425),3,4,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194
297,KINGS FOREST GOLF - QUONSET,100 GREENHILL AVENUE,2084,2002-01-02,2017,"100 greenhill avenue, Hamilton, Ontario",43.2190766,-79.80706196,"100 Greenhill Ave, Hamilton, Ontario, L8K 6M4","100 Greenhill Ave, Hamilton, Ontario, L8K 6M4",POINT (-79.807061962693 43.219076601425),3,4,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194
298,KINGS FOREST GOLF - STORAGE / OFFICE,100 GREENHILL AVENUE,1211,1985-01-02,2017,"100 greenhill avenue, Hamilton, Ontario",43.2190766,-79.80706196,"100 Greenhill Ave, Hamilton, Ontario, L8K 6M4","100 Greenhill Ave, Hamilton, Ontario, L8K 6M4",POINT (-79.807061962693 43.219076601425),3,4,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194
299,Kings Forest Golf Club - Pump House,100 Greenhill Ave.,160,2009-01-01,2018,"100 greenhill ave., Hamilton, Ontario",43.2190766,-79.80706196,"100 Greenhill Ave, Hamilton, Ontario, L8K 6M4","100 Greenhill Ave, Hamilton, Ontario, L8K 6M4",POINT (-79.807061962693 43.219076601425),3,4,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194
300,Kings Forest Golf Club - Washrooms,100 Greenhill Dr.,180,2009-01-01,2018,"100 greenhill dr., Hamilton, Ontario",43.2190766,-79.80706196,"100 Greenhill Ave, Hamilton, Ontario, L8K 6M4","100 Greenhill Ave, Hamilton, Ontario, L8K 6M4",POINT (-79.807061962693 43.219076601425),3,4,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194
301,Kinsmen Park - Picnic Shelter,387 Beach Blvd.,747,2014-01-02,2019,"387 beach blvd., Hamilton, Ontario",43.2742304,-79.77934033,"387 Beach Blvd, Hamilton, Ontario, L8H 6W7","387 Beach Blvd, Hamilton, Ontario, L8H 6W7",POINT (-79.779340326683 43.274230404419),4,5,5,Matt Francis,905-546-2716,matt.francis@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-5,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrFrancis.jpg.jpeg?itok=7VWTb7Vl,19689429.56,35522.41776
302,KIWANIS BOYS & GIRLS CLUB (P),45 ELLIS AVENUE,18000,1965-01-02,2018,"45 ellis avenue, Hamilton, Ontario",43.24866422,-79.81071983,"45 Ellis Ave, Hamilton, Ontario, L8H 4L8","45 Ellis Ave, Hamilton, Ontario, L8H 4L8",POINT (-79.810719825239 43.24866421672),3,4,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194
303,KIWANIS COMMUNITY CENTRE,200 JONES ROAD,6979,1976-01-02,2017,"200 jones road, Hamilton, Ontario",43.21354442,-79.6914435,"200 Jones Rd, Stoney Creek, Ontario, L8E 5J5","200 Jones Rd, Stoney Creek, Ontario, L8E 5J5",POINT (-79.691443499034 43.2135444196),9,10,10,Jeff Beattie,905-546-2701,jeff.beattie@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-10,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrBeattie.jpg.jpeg?itok=pdfLrJ5N,31395293.41,31057.20076
304,LIMERIDGE TRANSIT TERMINAL,999 UPPER WENTWORTH STREET,198,1984-01-01,2018,"999 upper wentworth street, Hamilton, Ontario",43.2175169,-79.86384399,"999 Upper Wentworth St, Hamilton, Ontario, L9A 4X5","999 Upper Wentworth St, Hamilton, Ontario, L9A 4X5",POINT (-79.863843992289 43.217516896882),6,7,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157
305,Lisgar Park - Bocce Building,95 Carson Dr.,765,2014-01-02,2017,"95 carson dr., Hamilton, Ontario",43.21070618,-79.83112699,"95 Carson Dr, Hamilton, Ontario, L8T 4M5","95 Carson Dr, Hamilton, Ontario, L8T 4M5",POINT (-79.831126993443 43.210706181457),5,6,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275
306,Lisgar Park - Sun Shelter,95 Carson Dr.,690,2002-01-02,2017,"95 carson dr., Hamilton, Ontario",43.21070618,-79.83112699,"95 Carson Dr, Hamilton, Ontario, L8T 4M5","95 Carson Dr, Hamilton, Ontario, L8T 4M5",POINT (-79.831126993443 43.210706181457),5,6,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275
307,LISTER BLOCK (H),28 JAMES STREET NORTH,77084,1928-01-02,2020,"28 james street north, Hamilton, Ontario",43.25780288,-79.86829294,"28 James St N, Hamilton, Ontario, L8R 2K1","28 James St N, Hamilton, Ontario, L8R 2K1",POINT (-79.868292938857 43.257802880024),1,2,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396
308,Little League Park - Storage,880 Queenston Rd.,499,1987-01-02,2019,"880 queenston rd., Hamilton, Ontario",43.22581678,-79.75878832,"880 Queenston Rd, Stoney Creek, Ontario, L8E 5J2","880 Queenston Rd, Stoney Creek, Ontario, L8E 5J2",POINT (-79.758788319192 43.225816783135),4,5,5,Matt Francis,905-546-2716,matt.francis@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-5,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrFrancis.jpg.jpeg?itok=7VWTb7Vl,19689429.56,35522.41776
309,LOCKE LIBRARY,285 LOCKE STREET SOUTH,1485,1895-01-02,2021,"285 locke street south, Hamilton, Ontario",43.25184511,-79.8869938,"285 Locke St S, Hamilton, Ontario, L8P 4C2","285 Locke St S, Hamilton, Ontario, L8P 4C2",POINT (-79.886993803031 43.251845107065),0,1,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053
310,Lucy Day Park - Storage & Utility,33 Clinton St.,351,1968-01-02,2019,"33 clinton st., Hamilton, Ontario",43.2578028,-79.8334057,"33 Clinton St, Hamilton, Ontario, L8L 3J7","33 Clinton St, Hamilton, Ontario, L8L 3J7",POINT (-79.833405697641 43.257802796204),2,3,3,Nrinder Nann,905-546-2702,ward3@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-3,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClNann2022.jpg.jpeg?itok=XcU3SJXW,15157684.04,22796.90359
311,Lynden Legion Park - Picnic Pavilion,206 Lynden Rd.,337,1984-01-02,2019,"206 lynden rd., Hamilton, Ontario",43.24386281,-80.14877589,"206 Lynden Rd, Lynden, Ontario, L0R 1T0","206 Lynden Rd, Lynden, Ontario, L0R 1T0",POINT (-80.148775894264 43.243862811124),11,12,12,Craig Cassar,905-546-2704,craig.cassar@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-12,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrCassar.jpg.jpeg?itok=Hd4CvrQn,297639671.4,83212.28066
312,"Lynden Legion Park - Royal Canadian Legion, Beverly Branch 500",206 Lynden Rd.,8400,1984-01-02,2018,"206 lynden rd., Hamilton, Ontario",43.24386281,-80.14877589,"206 Lynden Rd, Lynden, Ontario, L0R 1T0","206 Lynden Rd, Lynden, Ontario, L0R 1T0",POINT (-80.148775894264 43.243862811124),11,12,12,Craig Cassar,905-546-2704,craig.cassar@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-12,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrCassar.jpg.jpeg?itok=Hd4CvrQn,297639671.4,83212.28066
313,LYNDEN LIBRARY,110 LYNDEN ROAD,3815,2012-01-02,2021,"110 lynden road, Hamilton, Ontario",43.236626,-80.14657229,"110 Lynden Rd, Lynden, Ontario, L0R 1T0","110 Lynden Rd, Lynden, Ontario, L0R 1T0",POINT (-80.146572291919 43.236626001651),11,12,12,Craig Cassar,905-546-2704,craig.cassar@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-12,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrCassar.jpg.jpeg?itok=Hd4CvrQn,297639671.4,83212.28066
